name,ONS_code,county,region,country,winner_2019,winner_2024,MP_name,winner_votes,percentage_of_total_votes,margin_of_total_votes,Labour,Conservative,Reform UK,Liberal Democrat,Green,Scottish National Party,Plaid Cymru,Sinn Fein,Democratic Unionist Party,Alliance Party,Ulster Unionist Party,Social Democratic and Labour Party,Traditional Unionist Voice,Independent,Other,total_votes,turnout
Cowdenbeath and Kirkcaldy,S14000071,,,Scotland,Scottish National Party,Labour,Melanie Ward,18662,0.457,7248,18662,3203,3128,1593,1556,11414,0,0,0,0,0,0,0,0,1258,40814,0.57
Cumbernauld and Kirkintilloch,S14000072,,,Scotland,Scottish National Party,Labour,Katrina Murray,18513,0.452,4144,18513,1939,3167,1294,1694,14369,0,0,0,0,0,0,0,0,0,40976,0.582
Dumfries and Galloway,S14000073,,,Scotland,Conservative,Conservative,John Cooper,13527,0.296,930,11767,13527,4313,2092,1249,12597,0,0,0,0,0,0,0,0,230,45775,0.583
Dumfriesshire Clydesdale and Tweeddale,S14000074,,,Scotland,Conservative,Conservative,David Mundell,14999,0.339,4242,10140,14999,3822,2800,1448,10757,0,0,0,0,0,0,0,0,208,44174,0.615
Dundee Central,S14000075,,,Scotland,Scottish National Party,Scottish National Party,Chris Law,15544,0.4,675,14869,1569,2363,2402,0,15544,0,0,0,0,0,0,0,0,2101,38848,0.52
Dunfermline and Dollar,S14000076,,,Scotland,Scottish National Party,Labour,Graeme Downie,20336,0.457,8241,20336,3297,2887,3181,2078,12095,0,0,0,0,0,0,0,0,663,44537,0.61
East Kilbride and Strathaven,S14000077,,,Scotland,Scottish National Party,Labour,Joani Reid,22682,0.486,9057,22682,3547,3377,1074,1811,13625,0,0,0,0,0,0,0,0,591,46707,0.61
East Renfrewshire,S14000021,,,Scotland,Scottish National Party,Labour,Blair McDougall,21935,0.437,8421,21935,8494,2360,1150,1510,13514,0,0,0,0,0,0,0,0,1364,50227,0.684
Edinburgh East and Musselburgh,S14000078,,,Scotland,Scottish National Party,Labour,Chris Murray,18790,0.412,3715,18790,2598,2129,1949,4669,15075,0,0,0,0,0,0,0,0,365,45575,0.598
Edinburgh North and Leith,S14000079,,,Scotland,Scottish National Party,Labour,Tracy Gilbert,20805,0.421,7268,20805,3254,1818,3879,5417,13537,0,0,0,0,0,0,0,0,765,49418,0.63
Edinburgh South,S14000080,,,Scotland,Labour,Labour,Ian Murray,24976,0.533,17251,24976,4001,1845,2746,4270,7725,0,0,0,0,0,0,0,0,1263,46826,0.663
Edinburgh South West,S14000081,,,Scotland,Scottish National Party,Labour,Scott Arthur,18663,0.409,6217,18663,5558,2087,3014,3450,12446,0,0,0,0,0,0,0,0,446,45664,0.619
Edinburgh West,S14000082,,,Scotland,Liberal Democrat,Liberal Democrat,Christine Jardine,26645,0.508,16470,7854,2897,2209,26645,2100,10175,0,0,0,0,0,0,0,0,591,52471,0.686
Falkirk,S14000083,,,Scotland,Scottish National Party,Labour,Euan Stainbank,18343,0.43,4996,18343,3576,3375,1092,1711,13347,0,0,0,0,0,0,0,0,1181,42625,0.58
Glasgow East,S14000084,,,Scotland,Scottish National Party,Labour,John Grady,15543,0.438,3784,15543,1707,2371,872,2727,11759,0,0,0,0,0,0,0,0,466,35445,0.512
Glasgow North,S14000085,,,Scotland,Scottish National Party,Labour,Martin Rhodes,14655,0.422,3539,14655,1366,1655,1142,4233,11116,0,0,0,0,0,0,0,0,572,34739,0.51
Glasgow North East,S14000086,,,Scotland,Scottish National Party,Labour,Maureen Burke,15639,0.459,4637,15639,1182,2272,592,2471,11002,0,0,0,0,0,0,0,0,933,34091,0.47
Glasgow West,S14000089,,,Scotland,Scottish National Party,Labour,Patricia Ferguson,18621,0.467,6446,18621,1720,2098,1316,3662,12175,0,0,0,0,0,0,0,0,310,39902,0.58
Glasgow South,S14000087,,,Scotland,Scottish National Party,Labour,Gordon McKee,17696,0.418,4154,17696,1617,1736,1316,5554,13542,0,0,0,0,0,0,0,0,917,42378,0.6
Glasgow South West,S14000088,,,Scotland,Scottish National Party,Labour,Zubir Ahmed,15552,0.436,3285,15552,1387,2236,958,2727,12267,0,0,0,0,0,0,0,0,542,35669,0.52
Glenrothes and Mid Fife,S14000090,,,Scotland,Scottish National Party,Labour,Richard Baker,15994,0.443,2954,15994,1973,3528,1604,0,13040,0,0,0,0,0,0,0,0,0,36139,0.51
Gordon and Buchan,S14000091,,,Scotland,Conservative,Conservative,Harriet Cross,14418,0.329,878,4686,14418,3978,7307,0,13540,0,0,0,0,0,0,0,0,0,44014,0.632
Hamilton and Clyde Valley,S14000092,,,Scotland,Scottish National Party,Labour,Imogen Walker,21020,0.499,9472,21020,4589,3299,1511,0,11548,0,0,0,0,0,0,0,0,117,42084,0.558
Inverclyde and Renfrewshire West,S14000093,,,Scotland,Scottish National Party,Labour,Martin McCluskey,18931,0.469,6371,18931,2863,2476,1259,1173,12560,0,0,0,0,0,0,0,0,1088,40350,0.575
Inverness Skye and West Ross-shire,S14000094,,,Scotland,Scottish National Party,Liberal Democrat,Angus MacDonald,18159,0.378,2160,6246,2502,2034,18159,2038,15999,0,0,0,0,0,0,0,0,178,48056,0.617
Kilmarnock and Loudoun,S14000110,,,Scotland,Scottish National Party,Labour,Lillian Jones,19055,0.449,5129,19055,3527,3472,850,1237,13936,0,0,0,0,0,0,0,0,401,42478,0.571
Livingston,S14000095,,,Scotland,Scottish National Party,Labour,Gregor Poynton,18324,0.409,3528,18324,3469,3977,2025,1704,14796,0,0,0,0,0,0,0,0,545,44840,0.575
Lothian East,S14000096,,,Scotland,Scottish National Party,Labour,Douglas Alexander,23555,0.492,13265,23555,5335,3039,2649,2477,10290,0,0,0,0,0,0,0,0,557,47902,0.635
Mid Dunbartonshire,S14000097,,,Scotland,Scottish National Party,Liberal Democrat,Susan Murray,22349,0.424,9673,10933,2452,2099,22349,1720,12676,0,0,0,0,0,0,0,0,449,52738,0.72
Midlothian,S14000045,,,Scotland,Scottish National Party,Labour,Kirsty McNeill,21480,0.486,8167,21480,3248,3276,2589,0,13313,0,0,0,0,0,0,0,0,259,44165,0.598
Moray West Nairn and Strathspey,S14000098,,,Scotland,Scottish National Party,Scottish National Party,Graham Leadbitter,14961,0.321,1001,8259,13960,3490,3785,1676,14961,0,0,0,0,0,0,0,0,423,46554,0.6
Motherwell Wishaw and Carluke,S14000099,,,Scotland,Scottish National Party,Labour,Pamela Nash,19168,0.491,7085,19168,2415,3004,822,1200,12083,0,0,0,0,0,0,0,0,334,39151,0.546
Na h-Eileanan an Iar,S14000027,,,Scotland,Scottish National Party,Labour,Torcuil Crichton,6692,0.495,3836,6692,647,697,382,0,2856,0,0,0,0,0,0,0,0,2254,13528,0.648
North Ayrshire and Arran,S14000048,,,Scotland,Scottish National Party,Labour,Irene Campbell,16821,0.398,3551,16821,5954,3415,1005,1327,13270,0,0,0,0,0,0,0,0,470,42262,0.564
North East Fife,S14000100,,,Scotland,Liberal Democrat,Liberal Democrat,Wendy Chamberlain,23384,0.547,13479,4026,1666,2094,23384,1653,9905,0,0,0,0,0,0,0,0,0,42728,0.612
Orkney and Shetland,S14000051,,,Scotland,Liberal Democrat,Liberal Democrat,Alistair Carmichael,11392,0.551,7807,1493,586,1586,11392,2046,3585,0,0,0,0,0,0,0,0,0,20688,0.6
Paisley and Renfrewshire North,S14000101,,,Scotland,Scottish National Party,Labour,Alison Taylor,19561,0.471,6333,19561,2659,3228,1374,1469,13228,0,0,0,0,0,0,0,0,0,41519,0.584
Paisley and Renfrewshire South,S14000102,,,Scotland,Scottish National Party,Labour,Johanna Baxter,19583,0.474,6527,19583,2219,2956,1315,1724,13056,0,0,0,0,0,0,0,0,430,41283,0.577
Perth and Kinross-shire,S14000103,,,Scotland,Scottish National Party,Scottish National Party,Pete Wishart,18928,0.378,4127,9018,14801,2970,3681,0,18928,0,0,0,0,0,0,0,0,679,50077,0.648
Rutherglen,S14000104,,,Scotland,Scottish National Party,Labour,Michael Shanks,21460,0.505,8767,21460,2420,2685,1714,0,12693,0,0,0,0,0,0,0,0,1512,42484,0.585
Stirling and Strathallan,S14000105,,,Scotland,Scottish National Party,Labour,Chris Kane,16856,0.339,1394,16856,9469,3145,2530,2320,15462,0,0,0,0,0,0,0,0,0,49782,0.653
West Aberdeenshire and Kincardine,S14000111,,,Scotland,Conservative,Conservative,Andrew Bowie,17428,0.356,3441,6397,17428,3497,6342,1032,13987,0,0,0,0,0,0,0,0,275,48958,0.671
West Dunbartonshire,S14000106,,,Scotland,Scottish National Party,Labour,Douglas McAllister,19312,0.488,6010,19312,1474,2770,839,1496,13302,0,0,0,0,0,0,0,0,391,39584,0.575
Aberafan Maesteg,W07000081,,,Wales,Labour,Labour,Stephen Kinnock,17838,0.499,10354,17838,2903,7484,916,1094,0,4719,0,0,0,0,0,0,0,801,35755,0.493
Alyn and Deeside,W07000082,,,Wales,Labour,Labour,Mark Tami,18395,0.424,8794,18395,7892,9601,2065,1926,0,1938,0,0,0,0,0,0,0,1575,43392,0.573
Bangor Aberconwy,W07000083,,,Wales,Conservative,Labour,Claire Hughes,14008,0.336,4896,14008,9036,6091,1524,1361,0,9112,0,0,0,0,0,0,0,528,41660,0.6
Blaenau Gwent and Rhymney,W07000084,,,Wales,Labour,Labour,Nick Smith,16027,0.536,12183,16027,3776,0,1268,1719,0,3844,0,0,0,0,0,0,0,3288,29922,0.43
Brecon Radnor and Cwm Tawe,W07000085,,,Wales,Conservative,Liberal Democrat,David Chadwick,13736,0.295,1472,9904,12264,6567,13736,1188,0,2280,0,0,0,0,0,0,0,609,46548,0.64
Bridgend,W07000086,,,Wales,Conservative,Labour,Chris Elmore,16516,0.399,8595,16516,6764,7921,1446,1760,0,3629,0,0,0,0,0,0,0,3338,41482,0.567
Caerfyrddin,W07000087,,,Wales,Conservative,Plaid Cymru,Ann Davies,15520,0.34,4505,10985,8825,6944,1461,1371,0,15520,0,0,0,0,0,0,0,498,45604,0.62
Caerphilly,W07000088,,,Wales,Labour,Labour,Chris Evans,14538,0.38,6419,14538,4385,7754,1788,1650,0,8119,0,0,0,0,0,0,0,0,38234,0.526
Cardiff East,W07000089,,,Wales,Labour,Labour,Jo Stevens,15833,0.405,9097,15833,3913,4980,6736,3916,0,3550,0,0,0,0,0,0,0,195,39123,0.537
Cardiff North,W07000090,,,Wales,Labour,Labour,Anna McMorrin,20849,0.439,11207,20849,9642,5985,3168,3160,0,4669,0,0,0,0,0,0,0,0,47473,0.665
Cardiff South and Penarth,W07000091,,,Wales,Labour,Labour,Stephen Doughty,17428,0.445,11767,17428,5459,4493,2908,5661,0,3227,0,0,0,0,0,0,0,0,39176,0.54
Cardiff West,W07000092,,,Wales,Labour,Labour,Alex Barros-Curtis,16442,0.367,7019,16442,6835,5626,1921,3157,0,9423,0,0,0,0,0,0,0,1353,44757,0.593
Ceredigion Preseli,W07000093,,,Wales,Plaid Cymru,Plaid Cymru,Ben Lake,21738,0.469,14789,5386,4763,5374,6949,1864,0,21738,0,0,0,0,0,0,0,228,46302,0.612
Clwyd East,W07000094,,,Wales,Conservative,Labour,Becky Gittins,18484,0.387,4622,18484,13862,7626,1859,1659,0,3733,0,0,0,0,0,0,0,599,47822,0.624
Clwyd North,W07000095,,,Wales,Conservative,Labour,Gill German,14794,0.355,1196,14794,13598,7000,1685,1391,0,3159,0,0,0,0,0,0,0,0,41627,0.555
Dwyfor Meirionnydd,W07000096,,,Wales,Plaid Cymru,Plaid Cymru,Liz Saville Roberts,21788,0.539,15876,5912,4712,4857,1381,1448,0,21788,0,0,0,0,0,0,0,297,40395,0.553
Gower,W07000097,,,Wales,Labour,Labour,Tonia Antoniazzi,20480,0.434,11567,20480,8913,8530,2593,2488,0,3942,0,0,0,0,0,0,0,283,47229,0.62
Llanelli,W07000098,,,Wales,Labour,Labour,Nia Griffith,12751,0.313,1504,12751,4275,11247,1254,1106,0,9511,0,0,0,0,0,0,0,600,40744,0.57
Merthyr Tydfil and Aberdare,W07000099,,,Wales,Labour,Labour,Gerald Jones,15791,0.448,7447,15791,2687,8344,1276,1231,0,4768,0,0,0,0,0,0,0,1118,35215,0.473
Mid and South Pembrokeshire,W07000100,,,Wales,Conservative,Labour,Henry Tufnell,16505,0.354,1878,16505,14627,7828,2372,1654,0,2962,0,0,0,0,0,0,0,681,46629,0.592
Monmouthshire,W07000101,,,Wales,Conservative,Labour,Catherine Fookes,21010,0.413,3338,21010,17672,5438,2279,2357,0,1273,0,0,0,0,0,0,0,815,50844,0.68
Montgomeryshire and Glynd_r,W07000102,,,Wales,Conservative,Labour,Steve Witherden,12709,0.294,3815,12709,7775,8894,6470,1744,0,5667,0,0,0,0,0,0,0,0,43259,0.584
Neath and Swansea East,W07000103,,,Wales,Labour,Labour,Carolyn Harris,16797,0.418,6627,16797,3765,10170,2344,1711,0,5350,0,0,0,0,0,0,0,0,40137,0.525
Newport East,W07000104,,,Wales,Labour,Labour,Jessica Morden,16370,0.425,9009,16370,6487,7361,2045,2092,0,2239,0,0,0,0,0,0,0,1937,38531,0.5
Newport West and Islwyn,W07000105,,,Wales,Labour,Labour,Ruth Jones,17409,0.415,8868,17409,6710,8541,2087,2078,0,3529,0,0,0,0,0,0,0,1597,41951,0.554
Pontypridd,W07000106,,,Wales,Labour,Labour,Alex Davies-Jones,16225,0.412,8402,16225,3775,7823,1606,1865,0,5275,0,0,0,0,0,0,0,2809,39378,0.525
Rhondda and Ogmore,W07000107,,,Wales,Labour,Labour,Chris Bryant,17118,0.478,7790,17118,2050,9328,935,1177,0,5198,0,0,0,0,0,0,0,0,35806,0.481
Swansea West,W07000108,,,Wales,Labour,Labour,Torsten Bell,14761,0.414,8515,14761,3536,6246,4367,2305,0,4105,0,0,0,0,0,0,0,337,35657,0.48
Torfaen,W07000109,,,Wales,Labour,Labour,Nick Thomas-Symonds,15176,0.425,7322,15176,5737,7854,1644,1705,0,2571,0,0,0,0,0,0,0,1018,35705,0.499
Vale of Glamorgan,W07000110,,,Wales,Conservative,Labour,Kanishka Narayan,17740,0.387,4216,17740,13524,6973,1612,1881,0,3245,0,0,0,0,0,0,0,851,45826,0.616
Wrexham,W07000111,,,Wales,Conservative,Labour,Andrew Ranger,15836,0.392,5948,15836,9888,6915,1777,1339,0,4138,0,0,0,0,0,0,0,480,40373,0.575
Ynys M™n,W07000112,,,Wales,Conservative,Plaid Cymru,Llinos Medi,10590,0.325,637,7619,9953,3223,439,604,0,10590,0,0,0,0,0,0,0,200,32628,0.614
Belfast East,N05000001,,,Northern Ireland,Democratic Unionist Party,Democratic Unionist Party,Gavin Robinson,19894,0.466,2676,0,0,0,0,0,0,0,0,19894,17218,1818,619,1918,162,1077,42706,0.586
Belfast North,N05000002,,,Northern Ireland,Sinn Fein,Sinn Fein,John Finucane,17674,0.437,5612,0,0,0,0,0,0,0,17674,12062,4274,0,1413,2877,0,2152,40452,0.545
Belfast South and Mid Down,N05000003,,,Northern Ireland,Social Democratic and Labour Party,Social Democratic and Labour Party,Claire Hanna,21345,0.491,12506,0,0,0,0,0,0,0,0,6859,8839,2653,21345,2218,0,1577,43355,0.58
Belfast West,N05000004,,,Northern Ireland,Sinn Fein,Sinn Fein,Paul Maskey,21009,0.529,15961,0,0,0,0,0,0,0,21009,4304,1077,461,4318,2010,161,6564,39743,0.53
East Antrim,N05000005,,,Northern Ireland,Democratic Unionist Party,Democratic Unionist Party,Sammy Wilson,11462,0.289,1306,0,0,0,0,0,0,0,2986,11462,10156,9476,892,4135,0,568,39675,0.541
East Londonderry,N05000006,,,Northern Ireland,Democratic Unionist Party,Democratic Unionist Party,Gregory Campbell,11506,0.279,179,0,0,0,0,0,0,0,11327,11506,3734,3412,5260,4363,0,1675,41639,0.55
Fermanagh and South Tyrone,N05000007,,,Northern Ireland,Sinn Fein,Sinn Fein,Pat Cullen,24844,0.486,4571,0,0,0,0,0,0,0,24844,0,2420,20273,2386,0,0,1153,51076,0.656
Foyle,N05000008,,,Northern Ireland,Social Democratic and Labour Party,Social Democratic and Labour Party,Colum Eastwood,15647,0.408,4166,0,0,0,0,0,0,0,11481,3915,1268,1422,15647,0,1519,3106,38218,0.52
Lagan Valley,N05000009,,,Northern Ireland,Democratic Unionist Party,Alliance Party,Sorcha Eastwood,18618,0.379,2959,0,0,0,0,0,0,0,0,15659,18618,11157,1028,2186,0,433,49081,0.597
Mid Ulster,N05000010,,,Northern Ireland,Sinn Fein,Sinn Fein,Cathal Mallaghan,24085,0.53,14923,0,0,0,0,0,0,0,24085,9162,2001,2269,3722,2978,181,1047,45445,0.614
Newry and Armagh,N05000011,,,Northern Ireland,Sinn Fein,Sinn Fein,D‡ire Hughes,22299,0.485,15493,0,0,0,0,0,0,0,22299,5900,2692,3175,6806,4099,0,971,46236,0.591
North Antrim,N05000012,,,Northern Ireland,Democratic Unionist Party,Traditional Unionist Voice,Jim Allister,11642,0.283,450,0,0,0,0,0,0,0,7714,11192,4488,3901,1661,11642,136,451,41084,0.55
North Down,N05000013,,,Northern Ireland,Alliance Party,Independent,Alex Easton,20913,0.483,7305,0,0,0,0,0,0,0,0,0,13608,6754,657,0,20913,1364,43593,0.59
South Antrim,N05000014,,,Northern Ireland,Democratic Unionist Party,Ulster Unionist Party,Robin Swann,16311,0.38,7512,0,0,0,0,0,0,0,8034,8799,4574,16311,1589,2693,0,908,43153,0.56
South Down,N05000015,,,Northern Ireland,Sinn Fein,Sinn Fein,Chris Hazzard,19698,0.435,9280,0,0,0,0,0,0,0,19698,7349,3187,1411,10418,1893,0,1287,45243,0.59
Strangford,N05000016,,,Northern Ireland,Democratic Unionist Party,Democratic Unionist Party,Jim Shannon,15559,0.4,5131,0,0,0,0,0,0,0,2793,15559,10428,3941,1783,3143,413,849,38060,0.522
Upper Bann,N05000017,,,Northern Ireland,Democratic Unionist Party,Democratic Unionist Party,Carla Lockhart,21642,0.457,7406,0,0,0,0,0,0,0,14236,21642,6322,3662,1496,0,0,0,47125,0.58
West Tyrone,N05000018,,,Northern Ireland,Sinn Fein,Sinn Fein,îrfhlaith Begley,22711,0.52,15917,0,0,0,0,0,0,0,22711,6794,2287,2683,5821,2530,0,869,42826,0.59
